WINE_ID,WINE_NM,WINE_AREA_NM,WINE_CTGRY,WINE_PRC
"15526","VIP Rabbit in Polished Sterling Silver","Serve & Preserve from","","126"
"15527","Riedel Riedel Performance Champagne Glasses – Set of 2","Stemware & Decanters from","","60"
"15528","Grapevine: Barrel Cork Holder","Serve & Preserve from","","47"
"15529","Allie Cat Double-hinged Corkscrew","Serve & Preserve from","","20"
"15530","Riedel Vinum Syrah / Shiraz Glasses - Set of 2","Stemware & Decanters from","","51"
"15531","Riedel O Chardonnay / Viognier Tumblers - Pay for 6 Get 8","Stemware & Decanters from","","119"
"15532","Jancis Robinson The Wine Glass - Set of 6","Stemware & Decanters from","","320"
"15533","Chickadee Silicone Wine Charms","Entertaining from","","13"
"15534","Riedel Ouverture Beer / Water Glasses - Set of 2","Stemware & Decanters from","","21"
"15535","Metro 2-Bottle Picnic Tote","Serve & Preserve from","","46"
"15536","Indigo & Copper Corkscrew","Serve & Preserve from","","18"
"15537","Riedel Mamba Decanter","In Box Glassware from","","450"
"15538","Riedel O Series Decanter","In Box Glassware from","","170"
"15539","Riedel Sommeliers Individual Bordeaux / Cabernet / Merlot Grand Cru Glass","Stemware & Decanters from","","107"
"15540","Riedel O Pinot Noir / Burgundy Tumblers - Set of 2","Stemware & Decanters from","","26"
"15541","Walnut Zippity Corkscrew","In Box Accessory from","","25"
"15542","Rabbit Automatic Electric Corkscrew in Silver","Serve & Preserve from","","55"
"15543","The J. Holland Co. 3 Bottle Saddle Leather Wine Bag","Serve & Preserve from","","400"
"15544","Riedel Riedel Performance Pinot Noir / Burgundy Wine Glasses – Set of 2","Stemware & Decanters from","","60"
"15545","Jancis Robinson The Wine Glass - Set of 2","Stemware & Decanters from","","112"
"15546","Wreath Wine Cork Holder","Entertaining from","","30"
"15547","Riedel O Chardonnay / Viognier Tumblers - Set of 2","Stemware & Decanters from","","26"
"15548","Riedel Veritas Champagne Glass - Set of 2","Stemware & Decanters from","","60"
"15549","Riedel Riedel Performance Bordeaux / Cabernet / Merlot Wine Glasses – Set of 2","Stemware & Decanters from","","60"
"15550","Winged Corkscrew Blue","Serve & Preserve from","","7"
"15551","Riedel O Sauvignon Blanc / Riesling Tumblers - Set of 2","Stemware & Decanters from","","26"
"15552","Riedel Veritas Chardonnay / Viognier Glasses – Set of 2","Stemware & Decanters from","","60"
"15553","Insulated S’well Wine Bottle & Tumbler Set","Stemware & Decanters from","","105"
"15554","Riedel Riedel Performance Tasting Glasses – Set of 4","Stemware & Decanters from","","110"
"15555","Riedel Flamingo Decanter","In Box Glassware from","","500"
"15556","Riedel Veritas Pinot Noir / Burgundy Glasses – Set of 2","Stemware & Decanters from","","60"
"15557","Riedel O Chardonnay Tumblers - Pay for 3 Get 4","Stemware & Decanters from","","51"
"15558","Riedel O Cabernet Tumblers - Pay for 3 Get 4","Stemware & Decanters from","","51"
"28522","14 Hands Hot to Trot Red Blend 2016","Other Red Blends from Columbia Valley, Washington","red wine","10"
"28523","14 Hands Cabernet Sauvignon 2017","Cabernet Sauvignon from Columbia Valley, Washington","red wine","12"
"28524","14 Hands Chardonnay 2017","Chardonnay from Washington","white wine","11"
"28525","14 Hands Hot to Trot Red Blend 2017","Other Red Blends from Columbia Valley, Washington","red wine","10"
"28526","15th Valley Sauvignon Blanc 2019","Sauvignon Blanc from Marlborough, New Zealand","white wine","14"
"28527","19 Crimes The Uprising 2019","Other Red Blends from Australia","red wine","10"
"28528","19 Crimes Snoop Cali Red 2019","Other Red Blends from California","red wine","13"
"28529","19 Crimes Cabernet Sauvignon 2019","Cabernet Sauvignon from Australia","red wine","11"
"28530","19 Crimes Hard Chard 2019","Chardonnay from Australia","white wine","11"
"28531","A to Z Pinot Noir 2016","Pinot Noir from Willamette Valley, Oregon","red wine","20"
"28532","A to Z Pinot Noir 2017","Pinot Noir from Willamette Valley, Oregon","red wine","22"
"28533","A Tribute to Grace Provisor Vineyard Grenache 2015","Grenache from Dry Creek Valley, Sonoma County, California","red wine","55"
"28534","A Tribute to Grace Santa Barbara Highlands Vineyard Grenache 2016","Grenache from Santa Barbara, Central Coast, California","red wine","46"
"28535","Abreu Vineyards Las Posadas Howell Mountain 2011","Bordeaux Red Blends from Howell Mountain, Napa Valley, California","red wine","360"
"28536","Abreu Vineyards Cappella 2007","Bordeaux Red Blends from Napa Valley, California","red wine","500"
"28537","Abreu Vineyards Thorevilos 2012","Bordeaux Red Blends from Napa Valley, California","red wine","560"
"28538","Abreu Vineyards Thorevilos 2003","Bordeaux Red Blends from Napa Valley, California","red wine","360"
"28539","Acacia Carneros Chardonnay 2018","Chardonnay from Carneros, California","white wine","19"
"28540","Accendo Cellars Cabernet Sauvignon 2017","Cabernet Sauvignon from Napa Valley, California","red wine","349"
"28541","Accendo Cellars Cabernet Sauvignon 2016","Cabernet Sauvignon from Napa Valley, California","red wine","360"
"28542","Accendo Cellars Cabernet Sauvignon 2015","Cabernet Sauvignon from Napa Valley, California","red wine","490"
"28543","Acrobat Pinot Gris 2018","Pinot Gris/Grigio from Oregon","white wine","15"
"28544","Acrobat Chardonnay 2017","Chardonnay from Oregon","white wine","19"
"28545","Adaptation by Odette Cabernet Sauvignon 2017","Cabernet Sauvignon from Napa Valley, California","red wine","62"
"28546","Addendum Skellenger Lane Cabernet Sauvignon 2016","Cabernet Sauvignon from Rutherford, Napa Valley, California","red wine","110"
"28547","Adelaida Zinfandel 2018","Zinfandel from Adelaida District, Paso Robles, Central Coast, California","red wine","30"
"28548","Adelaida Estate Pinot Noir 2017","Pinot Noir from Adelaida District, Paso Robles, Central Coast, California","red wine","30"
"28549","Adelsheim Pinot Noir 2019","Pinot Noir from Willamette Valley, Oregon","red wine","35"
"28550","Adobe Road Sauvignon Blanc 2017","Sauvignon Blanc from Sonoma County, California","white wine","30"
"28551","Adobe Road Bavarian Lion Vineyard Cabernet Sauvignon 2014","Cabernet Sauvignon from Knights Valley, Sonoma County, California","red wine","95"
"28552","Adobe Road Redline Red Blend 2016","Other Red Blends from North Coast, California","red wine","53"
"28553","Adobe Road The 24 Red Blend 2016","Other Red Blends from Sonoma County, California","red wine","66"
"28554","Adobe Road Sonoma Mountain Pinot Noir 2016","Pinot Noir from Sonoma Mountain, Sonoma Valley, Sonoma County, California","red wine","50"
"28555","AERENA by Blackbird Vineyards Chardonnay 2019","Chardonnay from North Coast, California","white wine","24"
"28556","AERENA by Blackbird Vineyards Cabernet Sauvignon 2017","Cabernet Sauvignon from Red Hills, Lake County, North Coast, California","red wine","24"
"28557","Aftermath Cabernet Sauvignon 2014","Cabernet Sauvignon from Napa Valley, California","red wine","75"
"28558","Aftermath Cabernet Sauvignon 2015","Cabernet Sauvignon from Napa Valley, California","red wine","75"
"28559","Alain Chavy Bourgogne Blanc 2018","Chardonnay from Burgundy, France","white wine","32"
"28560","Alain Chavy St-Aubin Premier Cru En Remilly 2017","Chardonnay from St-Aubin, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","75"
"28561","Alain Chavy Puligny-Montrachet Les Clavoillons Premier Cru 2017","Chardonnay from Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","110"
"28562","Alain Chavy Puligny-Montrachet Les Charmes 2018","Chardonnay from Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","95"
"28563","Alain Chavy Puligny-Montrachet Les Folatieres Premier Cru 2018","Chardonnay from Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","120"
"28564","Alain de la Treille Chardonnay 2019","Chardonnay from Vin de France, France","white wine","16"
"28565","Alain Gautheron Chablis Mont de Milieu Premier Cru 2018","Chardonnay from Chablis, Burgundy, France","white wine","37"
"28566","Alain Gras Saint-Romain Rouge 2017","Pinot Noir from Cote de Beaune, Cote d'Or, Burgundy, France","red wine","52"
"28567","Alain Jaume Bellissime Cotes du Rhone Rose 2019","Rosé from Cotes du Rhone, Rhone, France","pink and rosé","22"
"28568","Alain Voge Cornas Les Chailles 2017","Syrah/Shiraz from Cornas, Rhone, France","red wine","75"
"28569","Alamos Malbec 2019","Malbec from Mendoza, Argentina","red wine","13"
"28570","Alban Pandora 2011","Rhone Red Blends from Edna Valley, Central Coast, California","red wine","300"
"28571","Alban Lorraine Estate Syrah 2006","Syrah/Shiraz from Edna Valley, Central Coast, California","red wine","330"
"28572","Alban Lorraine Estate Syrah (1.5 Liter Magnum) 2014","Syrah/Shiraz from Edna Valley, Central Coast, California","red wine","500"
"28573","Alban Forsythe Vineyard The Mason Mourvedre 2014","Mourvedre from Edna Valley, Central Coast, California","red wine","180"
"28574","Alban Lorraine Estate Syrah 2014","Syrah/Shiraz from Edna Valley, Central Coast, California","red wine","250"
"28575","Alban Pandora 2010","Rhone Red Blends from Edna Valley, Central Coast, California","red wine","220"
"28576","Alberico Appia Antica 400 Bianco 2017","Other White Blends from Lazio, Italy","white wine","19"
"28577","Albert Bichot Bourgogne Vieilles Vignes Pinot Noir 2018","Pinot Noir from Burgundy, France","red wine","23"
"28578","Albert Bichot Grands-Echezeaux Grand Cru Domaine du Clos Frantin 2018","Pinot Noir from Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","480"
"28579","Albert Bichot Gevrey-Chambertin Les Evocelles 2017","Pinot Noir from Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","85"
"28580","Albert Bichot Nuits-St-Georges Chateau Gris Premier Cru Monopole 2017","Pinot Noir from Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","130"
"28581","Albert Bichot Chablis Domaine Long-Depaquit Les Vaillons Premier Cru 2018","Chardonnay from Chablis, Burgundy, France","white wine","52"
"28582","Albert Bichot Chablis Les Clos Grand Cru Domaine Long-Depaquit 2018","Chardonnay from Chablis, Burgundy, France","white wine","115"
"28583","Albert Bichot Beaune Clos des Mouches Premier Cru Blanc Domaine du Pavillon 2018","Chardonnay from Beaune, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","165"
"28584","Albert Bichot Vosne-Romanee Domaine du Clos Frantin 2017","Pinot Noir from Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","107"
"28585","Albert Bichot Volnay Les Santenots Domaine du Pavillon Premier Cru 2017","Pinot Noir from Volnay, Cote de Beaune, Cote d'Or, Burgundy, France","red wine","100"
"28586","Albert Bichot Corton Grand Cru Clos Des Marechaudes 2017","Pinot Noir from Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France","red wine","185"
"28587","Albert Bichot Chablis Montee de Tonnerre Premier Cru Domaine Long-Depaquit 2018","Chardonnay from Chablis, Burgundy, France","white wine","68"
"28588","Albert Bichot Meursault Les Charmes Premier Cru Domaine du Pavillon 2018","Chardonnay from Meursault, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","145"
"28589","Albert Bichot Beaune Clos des Mouches Premier Cru 2016","Pinot Noir from Beaune, Cote de Beaune, Cote d'Or, Burgundy, France","red wine","140"
"28590","Albert Bichot Chablis Les Beugnons Premier Cru Domaine Long-Depaquit 2018","Chardonnay from Chablis, Burgundy, France","white wine","60"
"28591","Albert Bichot Fixin Clos de la Perriere Premier Cru Monopole 2017","Pinot Noir from Fixin, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","95"
"28592","Albert Bichot Clos de Vougeot Grand Cru Domaine du Clos Frantin 2017","Pinot Noir from Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","330"
"28593","Albert Bichot Chablis Les Vaudesirs Grand Cru Domaine Long-Depaquit 2018","Chardonnay from Chablis, Burgundy, France","white wine","115"
"28594","Albert Bichot Morey-St-Denis Les Sorbets Premier Cru 2017","Pinot Noir from Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","99"
"28595","Albert Bichot Nuits-St-Georges Blanc Les Terrasses du Chateau Gris 2018","Chardonnay from Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France","white wine","124"
"28596","Albert Boxler Gewurztraminer Vendanges Tardives Boland (500ML) 2015","Other Dessert from Alsace, France","green wine","65"
"28597","Albert Boxler Riesling Reserve 2017","Riesling from Alsace, France","white wine","60"
"28598","AldenAlli Chardonnay 2018","Chardonnay from Santa Barbara, Central Coast, California","white wine","42"
"28599","Alex Gambal Chambolle-Musigny Aux Echanges Premier Cru 2017","Pinot Noir from Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","150"
"28600","Alex Gambal Savigny-les-Beaune Grands Picotins 2017","Pinot Noir from Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France","red wine","55"
"28601","Alex Gambal Meursault Narvaux 2017","Chardonnay from Meursault, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","90"
"28602","Alex Gambal St-Aubin Les Murgers des Dents de Chien Premier Cru 2017","Chardonnay from St-Aubin, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","70"
"28603","Alex Gambal Chambolle-Musigny 2017","Pinot Noir from Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","130"
"28604","Alex Gambal Chassagne-Montrachet La Maltroie Premier Cru 2017","Chardonnay from Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France","white wine","110"
"28605","Alex Gambal Nuits-St-Georges Clos des Argillieres Premier Cru 2017","Pinot Noir from Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France","red wine","105"
"28606","Alex Gambal Bourgogne Cuvee Les Deux Papis Pinot Noir 2017","Pinot Noir from Cote d'Or, Burgundy, France","red wine","36"
"28607","Alexakis Assyrtiko 2019","Assyrtiko from Greece","white wine","19"
"28608","Alexander Valley Vineyards Dry Rose of Sangiovese 2019","Rosé from Sonoma County, California","pink and rosé","17"
"28609","Alfaro Family Gimelli Vineyards Old Vine Zinfandel 2018","Zinfandel from Cienega Valley, Central Coast, California","red wine","28"
"28610","Alfaro Family Dragon Slayer Red 2018","Other Red Blends from Central Coast, California","red wine","21"
"28611","Alfaro Family Trout Gulch Vineyard Pinot Noir 2018","Pinot Noir from Santa Cruz Mountains, California","red wine","45"
"28612","Alfaro Family Rosella's Vineyard Pinot Noir 2017","Pinot Noir from Santa Lucia Highlands, Monterey, Central Coast, California","red wine","59"
"28613","Alfaro Family A Estate Chardonnay 2018","Chardonnay from Santa Cruz Mountains, California","white wine","22"
"28614","Alfaro Family Lester Family Vineyard Pinot Noir 2018","Pinot Noir from Santa Cruz Mountains, California","red wine","48"
"28615","Alfredo Maestro El Marciano 2017","Grenache from Spain","red wine","23"
"28616","Allan Scott Marlborough Sauvignon Blanc 2020","Sauvignon Blanc from Marlborough, New Zealand","white wine","16"
"28617","Allegrini Amarone 2015","Other Red Blends from Veneto, Italy","red wine","93"
"28618","Allegrini Palazzo della Torre 2016","Other Red Blends from Veneto, Italy","red wine","23"
"28619","Alma Rosa El Jabali Vineyard Chardonnay 2017","Chardonnay from Sta. Rita Hills, Santa Barbara, Central Coast, California","white wine","42"
"28620","Alma Rosa Sta. Rita Hills Chardonnay 2016","Chardonnay from Sta. Rita Hills, Santa Barbara, Central Coast, California","white wine","37"
"28621","Almaviva (1.5 Liter Magnum) 2017","Bordeaux Red Blends from Maipo Valley, Chile","red wine","330"
"28622","Almaviva 2018","Bordeaux Red Blends from Maipo Valley, Chile","red wine","150"
"28623","Almaviva (1.5 Liter Magnum) 2016","Bordeaux Red Blends from Maipo Valley, Chile","red wine","300"
